name,id
Edita Pfundtner,c6500bee-4d4e-4476-801e-31ffc44c8433
Edita Pfundtner,d2aea394-8f78-46e5-b76b-ded592f1318f
Eduard Adamčík,1cc47993-e689-4bdc-b14d-073fb4707d21
Eduard Adamčík,38d37870-e537-471b-b13a-3c128fd35138
Eduard Heger,3378528d-7803-4e61-a63f-0941a04acd88
Eduard Heger,6d995484-b459-4ed6-ab35-e12c7cff0fce
Eduard Kolesár,1123f4c6-1b9e-46ce-ada6-c41191159740
Eduard Kukan,1ce23aa0-61f3-41e8-b5fa-bf8d122d2629
Elemér Jakab,51339e17-abc2-4ad8-a2a7-517fcc9beec4
Elemér Jakab,98aed2ef-50b5-433d-82d9-65a7fccbf27a
Emil Vestenický,e3a829fe-a150-43c9-9ac1-ce54d11be0d8
Emil Ďurovčík,63cb1987-b4b5-48b2-ae32-73cad456ab47
Emil Ďurovčík,6d4f634e-fe96-4488-8e98-0611d96ceab6
Emília Müllerová,5aed20b9-d01c-486c-87ee-acf0ebe8ec84
Erik Tomáš,57ede84b-f837-45ec-9053-f7f90c5a2df3
Erik Tomáš,ac8b3156-e3af-4f9f-b4fa-0d0e103a493f
Erika Jurinová,8e542d2c-a68e-40a4-b247-bfd3736cee36
Erika Jurinová,d20b80b9-5680-40b0-bd89-63b9cb62984d
Erzsébet Dolník,25d55d4a-92db-4760-9c68-b449b47b3c24
Erzébet Pogány,479930df-e667-4d10-ba93-242cb4fdf288
Eugen Jurzyca,547b4177-3a00-4a6f-b36c-62712d7d5ed7
Eugen Jurzyca,b4c691bb-31c5-49b0-8db6-19b14a44ffa8
Eva Antošová,8c85cd6c-a6f8-4506-9544-39389a9f1bf8
Eva Antošová,a3d6b663-4dd5-418a-b20d-314d99fd14bd
Eva Horváthová,d782bddd-48a5-422a-adcb-c6dc5594fdb5
Eva Hufková,cc8b50fd-d29e-451d-87a5-ff95d85f71d4
Eva Rusnáková,b8b2f678-6f8c-4806-b554-dce4dfc46125
Eva Smolíková,168d1611-13bc-473e-ba40-1c10a7cb793e
Eva Smolíková,c43a882b-07fb-4d3b-9977-6f59ffe20243
Eva Černá,e931ad2d-3fc6-45c1-adbb-35c72c9acddc
Ferdinand Devínsky,e18aef92-4699-4bce-a5fc-0504cda88063
Ferdinand Petrák,198d611f-03a6-4ae1-9246-3fd92a1f1ea2
František Cibuľa,4a123bb5-28a4-47cf-9ef0-d037987c5f51
František Halmeš,973ab6bf-adb1-43b1-ae62-903e7d8475b7
František Halás,bd2c96e7-2549-421c-8ce7-7a0c27335651
František Mikloško,4e1ac75c-6b97-41bc-ab31-533485348e5a
František Petro,3f8bc4ee-ac15-44b1-babe-8beca5c04fb8
František Tóth,60b748e1-9d4b-43b9-8d44-6f84c49d6cf3
František Šebej,8f01b4b4-c747-4275-b0c6-7f71c2a3539b
František Šebej,b904dc0b-2c6d-4d25-b8fe-b9011b4db999
Gabriel Csicsai,a1a535e8-6f4a-4143-aefe-2d30fc5fb23a
Gabriel Karlin,99066bd6-7ebc-4fbe-9f94-8388441ce11f
Gabriel Palacka,0ab76330-4507-4a29-b88f-a6a522723f29
Gustáv Krajči,09ebae0e-1138-45f5-9557-80292be6d872
Gyula Bárdos,3586797e-f53a-4f42-bfba-2c88b8e62f05
György Juhász,e42b21df-42d5-4768-a5f2-8265bb443475
Gábor Grendel,6811c782-c459-47e8-8187-270ccb539d2b
Gábor Grendel,96355237-07bc-49d3-89db-f99a99374eb0
Gábor Gál,864a952e-fe09-45d9-99b3-7f64674c253b
Gábor Gál,884a633a-ae6d-426d-9185-336a821eccd5
Helena Mezenská,7abc29f0-595a-4127-9af2-84a8d14cad93
Herman Arvay,4ea3baa0-fe32-4655-95a6-601abd110a35
Igor Choma,48fa8eb6-15a5-4216-bf25-f41669a55d7b
Igor Choma,4dea1929-4669-454c-b5d7-c6e5698a74ef
Igor Federič,fcf32d5e-2166-4173-93e6-0a55eaf46c5a
Igor Hraško,6ffac605-4d9f-450a-97f3-4f19ad8a274d
Igor Janckulík,4d5701b6-f424-4019-a624-8ac024c1d89a
Igor Janckulík,81140efd-ebdb-46c1-afb9-67f6589ee4c2
Igor Matovič,0ea1208e-6674-4bbf-8e28-e4ea4c5c7ee2
Igor Matovič,70a9691c-5dc9-410e-84fe-23dbda333047
Igor Pinkava,96568acb-ed68-4229-a024-4d8c7d013001
Igor Presperín,a0aa5541-5961-4bf2-9676-dffe18593381
Igor Sidor,1ccf3040-3305-4f87-8b65-6aba27dc6bd6
Igor Štefanov,1f8b5879-d0f5-4f5b-b210-a4c829fe392c
Igor Šulaj,1ae4e172-883a-40ba-bb5f-5ba180381121
Imre Andruskó,0a282367-2d6f-416e-9a1a-03191179c540
Imrich Andrejčák,6e848156-be16-4c30-923f-99582a83d536
Imrich Béreš,2126c3bd-ca23-4faf-91c0-a3c38e80bd56
Imrich Hamarčák,28106a9b-a690-4c1e-8363-ff3a2d844794
Imrich Tóth,d40d4371-c6ee-4d54-9e02-9ac35cf4b044
Irena Belohorská,4a0b27cd-f233-44ce-82af-50c9f2090d18
Irén Sárközy,3278f86e-ecab-431f-8b58-87e411cba2a9
Irén Sárközy,7f213a8b-ae68-4983-b897-3ed82aff8d3b
István Harna,7285e7e1-9feb-4435-804e-5cd3196cc3df
István Kovács,fdccf00b-8673-43ca-aa6a-40ae3aab73a0
István Pásztor,beec9de6-f207-4ff4-a1ee-564291115418
Ivan Chaban,bb23798e-145c-406d-ba20-b4a7864a7ce0
Ivan Gašparovič,5e7eda25-1317-4d28-8121-595ed1462deb
Ivan Harman,5f636601-14f7-461c-8844-adb4db9def18
Ivan Hopta,6d9a15b7-baba-4e6f-aa2c-c934de6e93e4
Ivan Kiňo,3a163535-6fca-45c8-b672-30bb4d079010
Ivan Lexa,92506c91-66ec-4646-8c94-6e3eab712596
Ivan Mikloš,373e0840-a1c8-476a-8add-4feda55befed
Ivan Uhliarik,2dcbea81-bdbc-4e50-bae6-40c4911905be
Ivan Varga,9d9043ba-6cc4-4d9d-a4aa-b93bf05b4f8c
Ivan Šaško,9f0bcff3-a36f-4a22-a5ec-883474181d5b
Ivan Šimko,effe85fd-8e64-4a09-9739-ea4d33fa4932
Ivan Štefanec,c7c80970-8880-4b80-98f5-53738b2fa0ef
Ivan Švejna,17d3a107-8d20-4d2a-964a-67cba9d70778
Iveta Henzélyová,f7219cde-e45d-46c4-9739-a89baa5d7683
Iveta Lišková,5a411f1d-8020-4a20-8e97-8cdb917e9627
Iveta Radičová,456fb629-797c-451b-a9d0-8244ce448160
Iván Farkas,ed3f6249-1705-4f56-9cb6-601cd50acd43
Jakub Gajdošík,3e952114-7e1b-4515-a206-b8872d9dae91
Jana Cigániková,8cdc60be-8632-4380-9810-6e20b522bbeb
Jana Cigániková,9019a068-6391-4aa7-ad71-8de246a00763
Jana Dubovcová,04fa310e-503b-4733-a45a-bbda04b8de87
Jana Halušková,ac985974-f6f7-4f2a-b42f-c2bae34b163f
Jana Kiššová,129c4065-fb9d-4c27-b83a-f0fa249be74b
Jana Kiššová,a6cb62ca-a3c7-4dc1-b3a2-1f5367f84838
Jana Laššáková,8a32571e-feda-487a-bdfd-aec375c149d2
Jana Laššáková,96cd4a88-a770-40ef-810d-6c3e9cfdb577
Jana Nehézová,ad6f2523-b0f5-40a9-9736-3ed007049a62
Jana Nehézová,e1d5e714-a7f0-4737-a6ad-ddc8076d1709
Jana Vaľová,8dfcb533-7fab-4b8b-a3ab-6deb28c85dc2
Jana Vaľová,e01b204e-d7e0-4819-9b93-c38673461cef
Jana Štefanková,732f3c08-b689-46c9-9cdb-6f92c8c0b549
Jana Žitňanská,d9b75b50-f147-4903-92bf-935b4cc9162d
Janka Šípošová,c9848560-91f6-47f8-8499-71764ce14097
Jarmila Michalovová,86bf95f3-7cf5-4498-a69c-25b5e8fde45b
Jarmila Tkáčová,853f9de2-fef6-4205-92ae-97d89747c2c0
Jaroslav Baška,26fc4e39-b19b-4f21-947d-8b96ff3b4ef9
Jaroslav Baška,fd4bcdc3-9b6c-4c43-b15d-b1fe35d32a65
Jaroslav Demian,655d5b3b-eaf7-4379-894d-973653234bd6
Jaroslav Ivančo,f54fad7d-d8bb-4f0d-a52f-9cfc00a99a4e
Jaroslav Izák,60935340-d08e-4a4e-81e3-9954dabc8340
Jaroslav Jaduš,fa140423-813f-4d31-967c-40578d03da29
Jaroslav Paška,09e90f5b-369f-49b7-ab25-dc7841f3225c
Jaroslav Paška,8182bd99-d083-41e9-b98b-280d261623e4
Jaroslav Ridoško,4639e973-4b73-4666-a515-b77311c7ef7b
Jaroslav Ridoško,e9fdd83c-395d-4e4f-adef-b8a42d74b1f1
Jaroslav Slaný,a8b3eaab-9ae5-423b-9547-a6b3e06cb30d
Jaroslav Suja,64de4985-634d-4f24-af2e-3229a36d22c6
Jaroslav Volf,c0d827cd-ab82-4b33-84a8-83fdcbebc1b3
Jirko Malchárek,04a3bc9d-f138-4f31-b4df-14ce7641d1b6
Jozef Banáš,c218928e-a2ca-478f-b9e6-9761156f376d
Jozef Bobík,9db34d8c-d89c-4db1-b116-f797287e1a0d
Jozef Božík,4e2f5f0e-a4fd-4a62-9208-270f1fc7783f
Jozef Brhel,cdb369ba-e587-40f6-97d3-6eda21362611
Jozef Burian,4d4f65b2-dbb4-4973-af7e-3a1e50bd5dfa
Jozef Burian,5cf02211-657a-4d87-b133-00455ee1a5c5
Jozef Buček,10403c3d-22ba-4455-9710-c08528aed4c6
Jozef Buček,6d1bc9e9-b50b-4fd0-8122-808d1e64b007
Jozef Elsner,9e1fb33b-3691-48dc-8a26-4dfd102169c6
Jozef Gajdoš,71881f3c-da8b-49f1-a945-f8f543903591
Jozef Halecký,20106959-e3bd-411d-91d0-1ecfa82e6191
Jozef Heriban,9facd547-9dba-48ee-974d-7dcdbd7d035b
Jozef Hrdlička,c054eff6-b09a-4da2-8006-8e1ffbbc27b0
Jozef Hurban,5474cace-ccb8-4210-aa8a-ae9ed24a7b59
Jozef Ježík,6a3e7663-9d49-4e93-81ee-69f2435229e7
Jozef Ježík,f0d291f3-c97d-4ef3-81ee-a727adbc4a8b
Jozef Klemens,c07a9d1f-1e7a-4015-aa1b-e7038cea8615
Jozef Kollár,c24aae10-6932-4dcf-b753-91ed184f252d
Jozef Krumpolec,38ee8035-1ffa-4164-8d5e-487627a9683f
Jozef Kužma,c7aa93dc-810d-4432-b910-69bd52f030d6
Jozef Lukáč,201fe3a1-fac2-4ae3-b8b4-0851ab0f4f33
Jozef Lukáč,f1afe248-02c4-49bc-828b-377b009cbc12
Jozef Líška,00669312-0434-4153-aca3-0a9c236775e3
Jozef Migaš,b1b203fc-ec59-404b-a577-8262fd5f72c5
Jozef Mihál,330f5263-a35e-45eb-8ca7-c40487b31259
Jozef Mikloško,3ed26d3a-4a38-426d-af84-90521a6d76cd
Jozef Miklušičák,9aa63544-e6a1-4d17-8403-75cb66fbb86d
Jozef Mikuš,84b3697d-b376-46db-b6a5-e607d65c1fe2
Jozef Prokeš,bd83428b-1c6d-4c00-abf8-995d26a62c65
Jozef Rajtár,c1a50fce-a8c1-44e2-ad1d-1281148bcb6b
Jozef Rajtár,feedfc93-f0e0-4662-830c-e0e76c83c30d
Jozef Rydlo,6513a246-9c86-4302-b4a4-1129236f0741
Jozef Tarčák,08a891ce-09d2-4dbb-99ac-cf13be9bfdca
Jozef Tuchyňa,e99fd620-0078-4884-a1ce-58048a3ff148
Jozef Valocký,60b344f0-46e7-4dcf-b089-6de83d787778
Jozef Valocký,fc11e1ef-f1d0-4d76-9dbb-a208ee46f452
Jozef Viskupič,dd0f065e-6f80-438b-8f93-12898057e5e7
Jozef Viskupič,e96cc5b3-8290-4480-a35f-cc81c4b8eb1b
Jozef Ďuračka,30aa21a1-830c-4559-9912-cfc3b651a1c2
Jozef Ševc,726af828-bf20-4e9c-a477-f19fabe1f786
Jozef Šimko,5d6ce297-4ca7-4b26-a156-47ab92057fe2
Juraj Blanár,59377c94-023f-4f82-b311-49f92d6ced6e
Juraj Blanár,b18525c7-16d3-4bfb-8276-28dad3e0cd91
Juraj Droba,266f66fc-37ff-4c3f-8407-431b79a86174
Juraj Droba,77fc15ec-df4c-4085-87a4-4f33fe159f6a
Juraj Horváth,924b32e2-6447-4c9e-9131-fa5dadcd4ebd
Juraj Hraško,50a8b9f2-e7bb-4c33-8af5-b2c48c5ac5cd
Juraj Kolesár,85b1087a-d96a-4fa7-93c9-81fb7b3444d4
Juraj Kolesár,9e9c82e5-9d01-43a0-9456-6a350a456f64
Juraj Liška,ae968ef9-5e49-4e07-98af-7d70486be63b
Juraj Švec,fad99bc9-7ac7-4a04-85df-1213000c5d7e
Ján Babič,b6d8d43a-c699-42e1-b735-acdac37088fe
Ján Benčat,8a9d6311-d0e6-45ae-a3f9-0e26735c811f
Ján Bielik,f56f94ac-c1ea-4f0c-8c68-1c1a903cd13b
Ján Budaj,54c9bd1e-e4c2-4503-8e9d-9056e19ff927
Ján Budaj,5874d171-540b-4371-ad16-76adacebd6d4
Ján Chrbet,7f232e86-46d1-44b5-86c7-be3ba6f12874
Ján Cuper,6c90e2d6-1f92-45bb-9045-e150bbb99363
Ján Danko,4ce9aff2-6002-495c-956b-95915bd4e9ba
Ján Dlhopolček,794b45f4-1725-46ca-b859-5b21ab0637d1
Ján Drgonec,8f6fb981-c393-4b41-bc34-cc45bbbfd6d6
Ján Figeľ,080004ef-c92a-445d-a056-50a674459162
Ján Gabriel,1cd50b42-6cea-4bd9-8da7-8cbe30d7a95a
Ján Golian,8deec7eb-1cef-44ba-9434-184e587db02a
Ján Hudacký,9bb63d2b-088a-4d3e-b84b-5c5439ac7982
Ján Jasovský,14df9722-b4d8-4cf8-944f-266a99b10656
Ján Kecskés,6605ac1f-bf44-4958-9256-e3a1245c58b2
Ján Kecskés,c7cac196-9ab6-406c-84a1-c1b90018ce98
Ján Kovarčík,3f9d1d5a-756e-49e4-ac06-569ffdb4c7c5
Ján Kvorka,35d67a40-a760-4cb8-8c89-a4d140fe4ede
Ján Kvorka,e9329ff4-4ca1-4be2-a21e-bf220de30cfb
Ján Langoš,2f53eef4-f025-4f09-b43c-df0c7fc91d63
Ján Marosz,1fb347c7-442a-410a-a933-670334e7e66e
Ján Marosz,bf7a7d06-6a91-47ea-a554-e87960640077
Ján Mikolaj,423d06db-56fc-429d-9486-22a2da8f6ac9
Ján Mikuš,e572cc70-a206-46ba-80b0-4ee12fffb2c4
Ján Mičovský,1c92c17c-e0fe-4559-bebb-545e569aae57
Ján Mora,7650d1dd-5902-43b5-ad30-3f8c677f36e3
Ján Mora,b3d37344-b463-49e3-a8e6-1963c69e42b7
Ján Pataky,538be1ea-67b7-40a9-9b24-b91ae2e2c81c
Ján Podmanický,4ecdf6a5-ea0f-4589-9fb7-b3464cf93dcd
Ján Podmanický,f8b11242-5766-4386-88f1-435b5074bafd
Ján Počiatek,ae08906d-8950-4cda-81c4-e1b6a867a8a8
Ján Richter,c220bdf0-6d68-4c51-a39c-bb515dab94a5
Ján Rusnák,b2091165-611e-4968-a586-cd6a5dbd0c49
Ján Senko,1460598e-c38b-4c49-85c3-84941e265bb1
Ján Senko,3f85db31-a48d-40f2-86af-aad705f9ed36
Ján Slabý,ab09a83d-5497-46df-96ba-e559eb09b656
Ján Slota,4c183b24-23a6-4f39-a4b2-8df7260b2522
Ján Smerek,e38e42c8-4aa8-4693-9838-4805467adb69
Ján Zvonár,70a649ca-1961-400c-8039-36c6aed225fe
Ján Čech,d352d674-c34e-44cb-89b6-6c1508aa9531
Ján Šimko,7d6b454d-d247-432e-978c-4e8cd2c6f0cd
János Szigeti,7b3922ac-2911-4e5f-8774-199a22b5e527
József Berényi,92b08bb0-7ca8-473f-b0e5-dc763246dc1d
József Kvarda,5ba33c98-2d2f-4581-b171-4f8c58327eb2
József Nagy,2efe6d74-0d37-4a87-87e7-1d17e8ef246d
Július Binder,dd8dbd7a-f261-4c82-8998-bbc534f9a3ed
Július Brocka,22ce3585-2068-4ff8-943a-1c20b729c9d2
Július Stanko,654fdb09-5148-4f0a-bc84-1ad5b1467ef6
Kamil Homoľa,9eadeba7-689d-43bb-81c8-ae26acff7b68
Kamil Krnáč,11e54690-f035-4d3b-8eca-22fc5230e176
Kamila Jandzíková,67d1225f-c39f-4b41-afce-b262ce6b1964
Karol Džupa,c669e192-faba-4835-8c5d-2a9b6e6b7ae6
Karol Fajnor,6f13e6ad-15b5-4c77-a2dd-0e039d57dd1a
Karol Farkašovský,373a96d4-22c4-484f-8c2c-2e4a4d305a22
Karol Farkašovský,39f141a5-a069-4198-99d9-388ccf2c27de
Karol Galek,cd8e466d-63c0-4a9b-a5a4-2cdb43f0d62b
Karol Galek,f8e72c63-b586-4b99-8068-7328a2f45bcb
Karol Mitrík,3da1f562-8f74-4c27-acfc-175ddfe458da
Karol Ondriaš,6b30d5b7-6949-4a89-97d0-367070bb5f5e
Katarina Čižmáriková,4547898c-e256-42bb-8af4-5935e6207c9e
Katarína Cibulková,576177ae-9fd2-4260-8085-37d42d5d7860
Katarína Cséfalvayová,20c224b5-3841-4521-b32a-a734c50522fe
Katarína Cséfalvayová,30f4295c-d1c7-4241-ad3f-e0e343e85997
Katarína Macháčková,973d4927-0437-4ba4-b160-47a7a6a5875b
Katarína Tóthová,6bac021d-a9dc-4dfd-8c98-57ef4b6641d3
Klára Sárközy,9c377a84-fac1-4a76-bf6e-dd13f30bfbde
Ladislav Ambróš,50c47eb4-5c54-43be-9ddd-27b56d417b25
Ladislav Andreánsky,22b2b440-cf80-4ef8-b3d5-0978b60bf50a
Ladislav Andreánsky,528f109d-0415-445c-a0a0-8e87e011adfc
Ladislav Ballek,bc110ab3-6681-4452-8d79-30883a579d95
Ladislav Kamenický,ad6eebe1-064f-45c3-95a9-2295987b5769
Ladislav Kamenický,b74ffac1-40cd-46b6-ac1f-790718ab0c4f
Ladislav Lazár,a844af74-086a-4d83-9ecf-bc3d29fa2c8e
Ladislav Orosz,2cd79e11-35ab-43b7-9d71-a7552a791624
Ladislav Pittner,ef195388-ea05-4b0c-9a71-6ff245fcaafd
Ladislav Polka,629bfe58-6848-45e2-988d-2db73bcebe3b
Lajos Ladányi,1bb3d067-b620-45b8-8b5f-306fa1cfaee6
Lajos Mészáros,a8ba36e1-a801-4193-9ef1-7c420e2f12f5
Lea Grečková,8cc1c5fd-865d-42a1-b373-eae5c2f28735
Libuša Martinčeková,2ce4b6e0-6f23-4e9d-b4e1-1d56a0f4a3cf
Luboš Blaha,8abb113a-98c3-4640-a97b-35c883c2ae4c
Lucia Nicholsonová,a07bcb00-dc74-4846-a344-0f7da349b6d5
Lucia Ďuriš Nicholsonová,8eb6b6b0-af6d-4733-b283-c69c81ee9702
Lucia Ďuriš Nicholsonová,a07bcb00-dc74-4846-a344-0f7da349b6d5
Lucia Žitňanská,1a8737d5-e610-4374-9088-460f6eadec55
László A. Nagy,64c5bbd6-f1e1-47d5-8380-c12fd2fb130a
László Gyurovszky,53089ba8-506e-4cf2-accc-da3b34663106
László Hóka,8cc5f63a-9112-4bad-a2eb-3c1ae0cd52e1
László Köteles,057ac705-154a-4386-b27b-4eb5556cd541
László Miklós,cef58c53-6d10-467a-b977-23b5a68b13ba
László Pomothy,241c5db6-4e39-4bc9-be46-da1433481b24
László Szigeti,2b81e35f-006d-4176-ad01-d192d73ec509
László Sólymos,8265e6e9-3aeb-498a-b351-5ad931292069
Magda Košútová,0a8bb260-a307-4bee-8135-6e0269dd930c
Magdaléna Kuciaňová,888f3880-aa1b-48f1-8477-4dad84440d33
Magdaléna Kuciaňová,97969990-0826-4210-b04b-90a563cfa359
Magdaléna Vášáryová,9b3f1573-351e-427d-a410-198266eb2314
Marcela Pčolinská,b55f060c-07e9-4ae3-a4f2-08020ac5f103
Marek Krajčí,2b82e733-d2b7-4d5f-bbc0-1785c5ecf787
Marek Krajčí,a97f8a19-fb23-4cc2-b016-313d8537532e
Marek Maďarič,24717ba7-c02b-40ee-a803-f8c3fec8af4d
Marek Vargovčák,24bf531d-347d-496b-9bf4-cf1acfde570c
Marian Antecký,657cdb94-6968-467e-8acd-ec815324829a
Marian Kotleba,4cab336f-3a4c-45f7-82ab-4f193c08469f
Marian Kotleba,b6069728-8403-4c69-bb28-ae29a675e5cd
Marian Záhumenský,64afd805-2b5b-4967-a2c9-0f7ef8fdf3b3
Marián Andel,706c12b1-f8a0-4985-8fe9-1f9265c2a830
Marián Haľko,f1467417-bd70-4b68-89ea-637dff420356
Marián Kovačócy,f7426591-a21e-4517-ae72-6e61374918ca
Marián Kvasnička,4c07fd20-8855-48a9-9924-e1a8fc7091c3
Marián Kéry,0bb3c3c1-fd99-48c2-8835-786e8d1ea5b0
Marián Kéry,afa4f06e-b2f1-4af3-8508-81d83a060c70
Marián Mesiarik,7c28d27f-2d43-4ec1-b946-a11c08c76810
Marián Radošovský,5ec4232d-3880-4f0f-a90a-2f2fcfa109a5
Marián Saloň,3930f936-4fff-43ae-9dd5-e6c45b15bb6e
Maroš Kondrót,a0d8e28d-2766-4459-ad53-61b749c77f2f
Maroš Kondrót,a87a37b9-9e7c-4b0a-b670-0e68de065ebb
Maroš Púchovský,2cc3dd4d-e40d-41e5-80de-638570b1eb30
Marta Aibeková,167f91b1-8305-40aa-b117-30bba978dff1
Marta Damborská,961db0c5-4c76-48f9-bf0c-a01bf4d14947
Marta Podhradská,a52cbb66-f841-4818-adae-6c817bd7b375
